timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2024-06-26T00:00:00.000Z";"2024-06-26T23:59:59.999Z";"2024-06-26T02:18:00.000Z";"2024-06-26T19:14:00.000Z";"2781";61789.6754472311;62434.1365104004;60695.1868303097;60811.2784501874;22506003064.37;1199038781431.77;"2024-06-26T23:59:59.999Z"
"2024-06-25T00:00:00.000Z";"2024-06-25T23:59:59.999Z";"2024-06-25T19:04:00.000Z";"2024-06-25T00:01:00.000Z";"2781";60266.2830663474;62258.2613349935;60239.7483511623;61804.6411680707;29201215430.56;1218587029578.41;"2024-06-25T23:59:59.999Z"
"2024-06-24T00:00:00.000Z";"2024-06-24T23:59:59.999Z";"2024-06-24T01:59:00.000Z";"2024-06-24T20:31:00.000Z";"2781";63173.3527128475;63292.5271566001;58601.7000722967;60277.4146563769;43152133650.56;1188446806983.14;"2024-06-24T23:59:59.999Z"
"2024-06-23T00:00:00.000Z";"2024-06-23T23:59:59.999Z";"2024-06-23T01:05:00.000Z";"2024-06-23T23:59:00.000Z";"2781";64248.9631741494;64491.7032159382;63180.7982064002;63180.7982064002;11170471802.36;1245656822237.84;"2024-06-23T23:59:59.999Z"
"2024-06-22T00:00:00.000Z";"2024-06-22T23:59:59.999Z";"2024-06-22T08:03:00.000Z";"2024-06-22T00:42:00.000Z";"2781";64113.8649019506;64475.4704949018;63929.7570626844;64252.5787467441;9858198792.61;1266764455740.04;"2024-06-22T23:59:59.999Z"
"2024-06-21T00:00:00.000Z";"2024-06-21T23:59:59.999Z";"2024-06-21T02:05:00.000Z";"2024-06-21T13:52:00.000Z";"2781";64837.9875894116;65007.5463719616;63378.8947090325;64096.1981877808;26188171739.19;1263661931352.75;"2024-06-21T23:59:59.999Z"
"2024-06-20T00:00:00.000Z";"2024-06-20T23:59:59.999Z";"2024-06-20T11:32:00.000Z";"2024-06-20T16:25:00.000Z";"2781";64960.2953009057;66438.9638782359;64547.8493233898;64828.6558115702;25641109124.03;1278081520105.03;"2024-06-20T23:59:59.999Z"
"2024-06-19T00:00:00.000Z";"2024-06-19T23:59:59.999Z";"2024-06-19T04:16:00.000Z";"2024-06-19T20:20:00.000Z";"2781";65146.6591196714;65695.354178078;64693.3023002155;64960.2953009057;21103423504.4;1280662535002.41;"2024-06-19T23:59:59.999Z"
"2024-06-18T00:00:00.000Z";"2024-06-18T23:59:59.999Z";"2024-06-18T00:02:00.000Z";"2024-06-18T19:56:00.000Z";"2781";66490.9770080024;66556.6994239639;64066.9556655973;65140.7445894597;39481285949.68;1284195191637.24;"2024-06-18T23:59:59.999Z"
"2024-06-17T00:00:00.000Z";"2024-06-17T23:59:59.999Z";"2024-06-17T18:35:00.000Z";"2024-06-17T14:02:00.000Z";"2781";66636.5154989442;67188.3174738561;65094.964125938;66490.2941752674;30006354475.77;1310771374540.33;"2024-06-17T23:59:59.999Z"
"2024-06-16T00:00:00.000Z";"2024-06-16T23:59:59.999Z";"2024-06-16T22:10:00.000Z";"2024-06-16T04:28:00.000Z";"2781";66189.3577903179;66894.8412447438;66018.2491743433;66639.0465356994;13281140540.78;1313672583954.16;"2024-06-16T23:59:59.999Z"
"2024-06-15T00:00:00.000Z";"2024-06-15T23:59:59.999Z";"2024-06-15T15:21:00.000Z";"2024-06-15T20:21:00.000Z";"2781";66006.7402466095;66402.1873506642;65871.7760536484;66191.0004703788;14121265575.81;1304788441997.33;"2024-06-15T23:59:59.999Z"
"2024-06-14T00:00:00.000Z";"2024-06-14T23:59:59.999Z";"2024-06-14T13:35:00.000Z";"2024-06-14T17:06:00.000Z";"2781";66747.5695108031;67294.6510506943;65056.8930142447;66011.0937273263;27403884779.06;1301221571383.53;"2024-06-14T23:59:59.999Z"
"2024-06-13T00:00:00.000Z";"2024-06-13T23:59:59.999Z";"2024-06-13T00:55:00.000Z";"2024-06-13T16:03:00.000Z";"2781";68243.1044352463;68365.7836010418;66304.5656045762;66756.3970935791;28955204145.83;1315894956574.15;"2024-06-13T23:59:59.999Z"
"2024-06-12T00:00:00.000Z";"2024-06-12T23:59:59.999Z";"2024-06-12T14:35:00.000Z";"2024-06-12T01:43:00.000Z";"2781";67321.3741025823;69977.8905524666;66902.4550653939;68241.1840753497;34497940693.82;1345134120906.92;"2024-06-12T23:59:59.999Z"
"2024-06-11T00:00:00.000Z";"2024-06-11T23:59:59.999Z";"2024-06-11T00:04:00.000Z";"2024-06-11T15:45:00.000Z";"2781";69508.0797260822;69549.4167266658;66123.5991587769;67332.0304641765;37116136345.4;1327182056471.57;"2024-06-11T23:59:59.999Z"
"2024-06-10T00:00:00.000Z";"2024-06-10T23:59:59.999Z";"2024-06-10T15:55:00.000Z";"2024-06-10T09:32:00.000Z";"2781";69644.3127359651;70146.068326324;69232.4254462119;69512.2802780003;20597699540.57;1370130002868.6;"2024-06-10T23:59:59.999Z"
"2024-06-09T00:00:00.000Z";"2024-06-09T23:59:59.999Z";"2024-06-09T19:29:00.000Z";"2024-06-09T02:40:00.000Z";"2781";69297.4948168382;69817.5222964172;69160.8417439313;69647.9930028748;13534028500.18;1372773642949.49;"2024-06-09T23:59:59.999Z"
"2024-06-08T00:00:00.000Z";"2024-06-08T23:59:59.999Z";"2024-06-08T08:00:00.000Z";"2024-06-08T13:30:00.000Z";"2781";69324.1765468448;69533.316965574;69210.7415576629;69305.7743187653;14262185861.29;1365997475511.83;"2024-06-08T23:59:59.999Z"
"2024-06-07T00:00:00.000Z";"2024-06-07T23:59:59.999Z";"2024-06-07T12:17:00.000Z";"2024-06-07T18:15:00.000Z";"2781";70759.1844842714;71907.8489829092;68507.2609412725;69342.5867361146;36188381096.17;1366686633129.09;"2024-06-07T23:59:59.999Z"
"2024-06-06T00:00:00.000Z";"2024-06-06T23:59:59.999Z";"2024-06-06T15:29:00.000Z";"2024-06-06T20:03:00.000Z";"2781";71082.840431362;71625.7372487098;70119.1230339739;70757.1658518634;25223152007.14;1394552080469.43;"2024-06-06T23:59:59.999Z"
"2024-06-05T00:00:00.000Z";"2024-06-05T23:59:59.999Z";"2024-06-05T16:15:00.000Z";"2024-06-05T14:17:00.000Z";"2781";70568.3502921197;71735.4109799185;70390.7126911347;71082.8227040099;32810771409.33;1400900832469.81;"2024-06-05T23:59:59.999Z"
"2024-06-04T00:00:00.000Z";"2024-06-04T23:59:59.999Z";"2024-06-04T18:26:00.000Z";"2024-06-04T09:54:00.000Z";"2781";68804.5672232513;71047.4060137136;68564.6432212861;70567.7689044147;33149696544.76;1390743617174.58;"2024-06-04T23:59:59.999Z"
"2024-06-03T00:00:00.000Z";"2024-06-03T23:59:59.999Z";"2024-06-03T13:50:00.000Z";"2024-06-03T00:39:00.000Z";"2781";67753.8954139676;70230.8208497634;67589.8364154256;68804.7800851881;32401285323.51;1355956442572.83;"2024-06-03T23:59:59.999Z"
"2024-06-02T00:00:00.000Z";"2024-06-02T23:59:59.999Z";"2024-06-02T14:35:00.000Z";"2024-06-02T19:19:00.000Z";"2781";67710.270892225;68409.1658300424;67315.5263140881;67751.6025754618;17110588415.4;1335227914032.14;"2024-06-02T23:59:59.999Z"
"2024-06-01T00:00:00.000Z";"2024-06-01T23:59:59.999Z";"2024-06-01T22:27:00.000Z";"2024-06-01T01:41:00.000Z";"2781";67489.6117770498;67839.7683994728;67386.1976053803;67706.9373135869;11641495603.74;1334337260766.87;"2024-06-01T23:59:59.999Z"
"2024-05-31T00:00:00.000Z";"2024-05-31T23:59:59.999Z";"2024-05-31T12:39:00.000Z";"2024-05-31T16:20:00.000Z";"2781";68362.5159429005;68999.5652381306;66633.4183418303;67491.4170108375;27387283769.48;1329961627933.33;"2024-05-31T23:59:59.999Z"
"2024-05-30T00:00:00.000Z";"2024-05-30T23:59:59.999Z";"2024-05-30T17:57:00.000Z";"2024-05-30T08:25:00.000Z";"2781";67576.0878952647;69500.5427031068;67118.0774248017;68364.9895474297;29509712533.79;1347131845678.66;"2024-05-30T23:59:59.999Z"
"2024-05-29T00:00:00.000Z";"2024-05-29T23:59:59.999Z";"2024-05-29T02:30:00.000Z";"2024-05-29T20:10:00.000Z";"2781";68296.3481343617;68852.4633049161;67101.4943279545;67578.0929202265;26707072905.64;1331600056889.42;"2024-05-29T23:59:59.999Z"
"2024-05-28T00:00:00.000Z";"2024-05-28T23:59:59.999Z";"2024-05-28T01:38:00.000Z";"2024-05-28T18:41:00.000Z";"2781";69392.1967670435;69514.6393490426;67227.1543961515;68296.2219884276;32722265965.17;1345757548563.5;"2024-05-28T23:59:59.999Z"
"2024-05-27T00:00:00.000Z";"2024-05-27T23:59:59.999Z";"2024-05-27T16:20:00.000Z";"2024-05-27T11:41:00.000Z";"2781";68512.1802655161;70597.8795113327;68232.5011318297;69394.5533738668;25870990716.7;1367374775956.02;"2024-05-27T23:59:59.999Z"
"2024-05-26T00:00:00.000Z";"2024-05-26T23:59:59.999Z";"2024-05-26T08:16:00.000Z";"2024-05-26T21:33:00.000Z";"2781";69264.2852545858;69506.2285421786;68183.8928078913;68518.089965076;15628433736.91;1349968658779.99;"2024-05-26T23:59:59.999Z"
"2024-05-25T00:00:00.000Z";"2024-05-25T23:59:59.999Z";"2024-05-25T11:29:00.000Z";"2024-05-25T00:59:00.000Z";"2781";68526.9222212624;69579.3213302478;68515.8188292747;69265.9427381597;15473071741.05;1364748567456.59;"2024-05-25T23:59:59.999Z"
"2024-05-24T00:00:00.000Z";"2024-05-24T23:59:59.999Z";"2024-05-24T20:00:00.000Z";"2024-05-24T08:28:00.000Z";"2781";67928.1302862087;69220.293943924;66622.668678968;68526.0977735946;29197308152.62;1350188278440.89;"2024-05-24T23:59:59.999Z"
"2024-05-23T00:00:00.000Z";"2024-05-23T23:59:59.999Z";"2024-05-23T12:10:00.000Z";"2024-05-23T20:01:00.000Z";"2781";69121.3029390876;70041.2713763247;66356.9536254419;67929.5630390052;41895680979.35;1338341012691.15;"2024-05-23T23:59:59.999Z"
"2024-05-22T00:00:00.000Z";"2024-05-22T23:59:59.999Z";"2024-05-22T16:16:00.000Z";"2024-05-22T21:10:00.000Z";"2781";70135.3186263525;70623.6942738307;68977.691411907;69122.3390056842;32802561717.06;1361828325233.73;"2024-05-22T23:59:59.999Z"
"2024-05-21T00:00:00.000Z";"2024-05-21T23:59:59.999Z";"2024-05-21T00:20:00.000Z";"2024-05-21T19:35:00.000Z";"2781";71443.0634407286;71946.462688481;69191.1235320329;70136.5314428893;46932005990.29;1381774907494.93;"2024-05-21T23:59:59.999Z"
"2024-05-20T00:00:00.000Z";"2024-05-20T23:59:59.999Z";"2024-05-20T23:38:00.000Z";"2024-05-20T01:34:00.000Z";"2781";66278.7446711611;71483.5662159473;66086.1741180514;71448.1951913786;43850655717.06;1407508223127.28;"2024-05-20T23:59:59.999Z"
"2024-05-19T00:00:00.000Z";"2024-05-19T23:59:59.999Z";"2024-05-19T10:38:00.000Z";"2024-05-19T19:51:00.000Z";"2781";66937.9300740777;67694.2987797957;65937.1778059728;66278.3700820502;19249094537.72;1305732230286.08;"2024-05-19T23:59:59.999Z"
"2024-05-18T00:00:00.000Z";"2024-05-18T23:59:59.999Z";"2024-05-18T11:09:00.000Z";"2024-05-18T15:14:00.000Z";"2781";67066.2110427919;67387.3303661433;66663.4965205979;66940.8044099749;16712277405.88;1318742415299.47;"2024-05-18T23:59:59.999Z"
"2024-05-17T00:00:00.000Z";"2024-05-17T23:59:59.999Z";"2024-05-17T15:34:00.000Z";"2024-05-17T01:28:00.000Z";"2781";65231.298680324;67459.459501861;65119.3149767952;67051.8749127217;28031279309.72;1321187121526.77;"2024-05-17T23:59:59.999Z"
"2024-05-16T00:00:00.000Z";"2024-05-16T23:59:59.999Z";"2024-05-16T12:31:00.000Z";"2024-05-16T17:39:00.000Z";"2781";66256.1118170564;66712.4293791061;64613.0560461696;65231.5803133093;31573077993.8;1285007856222.27;"2024-05-16T23:59:59.999Z"
"2024-05-15T00:00:00.000Z";"2024-05-15T23:59:59.999Z";"2024-05-15T23:44:00.000Z";"2024-05-15T00:49:00.000Z";"2781";61553.9898466732;66454.4499651706;61330.4087797256;66267.4914674742;39815167073.5;1305166889303.51;"2024-05-15T23:59:59.999Z"
"2024-05-14T00:00:00.000Z";"2024-05-14T23:59:59.999Z";"2024-05-14T00:38:00.000Z";"2024-05-14T14:20:00.000Z";"2781";62900.7740072673;63092.1251610829;61123.7665334497;61552.7901353372;28186271527.17;1212512959206.07;"2024-05-14T23:59:59.999Z"
"2024-05-13T00:00:00.000Z";"2024-05-13T23:59:59.999Z";"2024-05-13T16:29:00.000Z";"2024-05-13T03:22:00.000Z";"2781";61451.2185129853;63422.6603802151;60769.8406689419;62901.4474552226;27889181179.46;1239017433570.39;"2024-05-13T23:59:59.999Z"
"2024-05-12T00:00:00.000Z";"2024-05-12T23:59:59.999Z";"2024-05-12T16:22:00.000Z";"2024-05-12T07:35:00.000Z";"2781";60793.5020253167;61818.1548827464;60632.6024448204;61448.3946717975;13800459404.7;1210435745366.84;"2024-05-12T23:59:59.999Z"
"2024-05-11T00:00:00.000Z";"2024-05-11T23:59:59.999Z";"2024-05-11T15:19:00.000Z";"2024-05-11T11:18:00.000Z";"2781";60793.3570069146;61451.153731082;60492.6253742997;60793.7095993966;13842272967.56;1197453013828.78;"2024-05-11T23:59:59.999Z"
"2024-05-10T00:00:00.000Z";"2024-05-10T23:59:59.999Z";"2024-05-10T12:05:00.000Z";"2024-05-10T17:52:00.000Z";"2781";63055.1909954148;63446.742514866;60208.7815474421;60792.7767905692;27804954694.22;1197421098168.55;"2024-05-10T23:59:59.999Z"
"2024-05-09T00:00:00.000Z";"2024-05-09T23:59:59.999Z";"2024-05-09T22:53:00.000Z";"2024-05-09T11:05:00.000Z";"2781";61191.2005309392;63404.9153005351;60648.0754241275;63049.9592572275;25453338160.85;1241942293192.66;"2024-05-09T23:59:59.999Z"
"2024-05-08T00:00:00.000Z";"2024-05-08T23:59:59.999Z";"2024-05-08T04:22:00.000Z";"2024-05-08T23:24:00.000Z";"2781";62332.6425081457;62986.0842424385;60877.1275241843;61187.9414007209;26088172222.01;1205202182090.81;"2024-05-08T23:59:59.999Z"
"2024-05-07T00:00:00.000Z";"2024-05-07T23:59:59.999Z";"2024-05-07T08:38:00.000Z";"2024-05-07T23:58:00.000Z";"2781";63162.7633988645;64390.4567414101;62285.9791810284;62334.8183461472;25930730981.56;1227659657662.19;"2024-05-07T23:59:59.999Z"
"2024-05-06T00:00:00.000Z";"2024-05-06T23:59:59.999Z";"2024-05-06T08:46:00.000Z";"2024-05-06T19:17:00.000Z";"2781";64038.3135554184;65494.9017248;62746.2384545471;63161.9502576304;28697928697.49;1243984877329.17;"2024-05-06T23:59:59.999Z"
"2024-05-05T00:00:00.000Z";"2024-05-05T23:59:59.999Z";"2024-05-05T15:58:00.000Z";"2024-05-05T01:37:00.000Z";"2781";63892.4549874494;64610.8902147328;62955.3064762918;64031.1328085695;18296164805.46;1261203911121.78;"2024-05-05T23:59:59.999Z"
"2024-05-04T00:00:00.000Z";"2024-05-04T23:59:59.999Z";"2024-05-04T11:02:00.000Z";"2024-05-04T02:37:00.000Z";"2781";62891.0305478435;64494.9584257589;62599.3531468395;63891.4729184709;20620477991.84;1258304781123.06;"2024-05-04T23:59:59.999Z"
"2024-05-03T00:00:00.000Z";"2024-05-03T23:59:59.999Z";"2024-05-03T23:32:00.000Z";"2024-05-03T00:34:00.000Z";"2781";59122.3008516113;63320.5033894935;58848.3120591606;62889.8367440854;33172023048.2;1238554321094.73;"2024-05-03T23:59:59.999Z"
"2024-05-02T00:00:00.000Z";"2024-05-02T23:59:59.999Z";"2024-05-02T21:38:00.000Z";"2024-05-02T01:39:00.000Z";"2781";58253.7047001798;59602.2980278408;56937.2041675081;59123.432246675;32711813559.09;1164330817512.3;"2024-05-02T23:59:59.999Z"
"2024-05-01T00:00:00.000Z";"2024-05-01T23:59:59.999Z";"2024-05-01T00:13:00.000Z";"2024-05-01T08:24:00.000Z";"2781";60609.4979456889;60780.4996773697;56555.2940546252;58254.0098531432;48439780271.06;1147184157457.92;"2024-05-01T23:59:59.999Z"
"2024-04-30T00:00:00.000Z";"2024-04-30T23:59:59.999Z";"2024-04-30T00:57:00.000Z";"2024-04-30T20:00:00.000Z";"2781";63839.419865918;64703.332363219;59120.0680465683;60636.8567800147;37840840057.21;1193544962108.24;"2024-04-30T23:59:59.999Z"
"2024-04-29T00:00:00.000Z";"2024-04-29T23:59:59.999Z";"2024-04-29T23:09:00.000Z";"2024-04-29T13:51:00.000Z";"2781";63106.3642006694;64174.8777212994;61795.4572006942;63841.1201641904;26635912073.23;1257121259561.43;"2024-04-29T23:59:59.999Z"
"2024-04-28T00:00:00.000Z";"2024-04-28T23:59:59.999Z";"2024-04-28T03:16:00.000Z";"2024-04-28T23:17:00.000Z";"2781";63423.5139265635;64321.482807962;62793.5987661365;63113.2316825626;17334827992.62;1242661116273.87;"2024-04-28T23:59:59.999Z"